customer_id,age,gender,tenure_months,total_orders,frequency,avg_order_value,total_revenue,recency_days,returns_rate,monetary_per_order,rfm_score,high_value
2878,28,Female,6,6,6,150.4874639429484,842.14,8,0.30538614300825906,140.36,18.036,1
2879,37,Female,8,1,2,66.65618546918039,98.87,45,0.17853764008017084,98.87,-31.113,0
2880,33,Male,61,6,6,68.14242780728904,407.19,39,0.09040795834293633,67.86,-20.214,0
2881,18,Male,35,3,4,42.699586105322894,163.82,135,0.0927948219380078,54.61,-121.539,0
2882,18,Female,20,6,7,66.15691427613395,469.4,45,0.0971280024302888,78.23,-23.177,1
2883,28,Female,7,2,3,44.21356288057045,100.36,15,0.07755111709094376,50.18,-3.9819999999999993,0
2884,39,Male,3,3,3,134.93265399379732,445.29,156,0.021761636781594852,148.43,-135.157,1
2885,18,Male,55,6,6,16.055807172608056,102.94,160,0.017148662405901367,17.16,-146.284,0
2886,30,Male,54,5,5,10.0,50.61,8,0.23707862337473404,10.12,3.012,0
2887,29,Male,3,2,3,53.242981017995504,129.7,115,0.20236224905973804,64.85,-102.515,0
2888,48,Female,39,2,3,81.00397570162177,241.22,108,0.08046809753289871,120.61,-89.939,0
2889,31,Female,15,1,1,110.68861453194627,140.63,53,0.10264767056774415,140.63,-36.937,0
2890,38,Female,10,3,3,74.0726505277246,295.52,38,0.17866042330792573,98.51,-22.149,0
2891,36,Female,33,3,4,60.02511722541769,226.53,12,0.0528553527291616,75.51,3.551000000000001,0
2892,18,Female,23,4,4,70.20771744742808,326.05,14,0.05934091230063333,81.51,2.1510000000000016,0
2893,42,Female,37,3,4,93.17128194583287,383.49,18,0.09343060927732713,127.83,2.7830000000000013,0
2894,37,Male,2,1,2,34.908747617089034,35.82,5,0.027745300264868076,35.82,2.5820000000000003,0
2895,40,Female,10,3,4,99.55523285886241,296.04,74,0.0684956558567027,98.68,-56.132,0
2896,74,Male,10,5,5,14.111975934714543,75.41,3,0.05980904435187419,15.08,8.508,0
2897,18,Male,10,2,3,62.65188349602664,151.01,6,0.05648391880917246,75.5,7.550000000000001,0
2898,52,Male,17,4,5,67.04115766930924,214.55,10,0.027596974843035194,53.64,5.364000000000001,0
2899,32,Female,8,3,4,27.18353432126856,112.92,70,0.05302698792071976,37.64,-58.236,0
2900,37,Male,15,6,7,71.0247014542326,431.36,7,0.07414654347501784,71.89,14.189,1
2901,34,Male,12,4,4,56.85976845402252,277.6,11,0.016661851379761172,69.4,3.9400000000000013,0
2902,30,Male,32,4,5,77.27933483522298,258.64,165,0.036273585511998246,64.66,-148.534,0
2903,29,Female,23,4,4,78.6495993109105,346.73,20,0.02930551895092564,86.68,-3.331999999999999,0
2904,38,Female,26,2,2,81.15485694338074,137.56,71,0.10563173076654411,68.78,-60.122,0
2905,19,Female,6,3,3,54.774456563273006,132.76,162,0.039686180583555684,44.25,-151.575,0
2906,42,Male,10,2,3,74.55463913702361,201.56,2,0.030439805669648042,100.78,14.078000000000001,0
2907,30,Male,1,3,4,106.34635501000602,345.63,37,0.20185603118724585,115.21,-17.479,0
2908,23,Female,3,5,6,93.90820878083935,643.42,45,0.016333472037234436,128.68,-20.131999999999998,1
2909,30,Male,8,2,3,79.09039888769188,163.89,85,0.10527138191275065,81.94,-70.806,0
2910,47,Female,2,4,5,41.008038543119355,205.6,199,0.03471399942473361,51.4,-183.86,0
2911,29,Female,23,5,5,10.0,43.3,2,0.054755689220910585,8.66,8.866,0
2912,38,Female,151,3,4,10.374020809906135,29.05,28,0.13250429524931914,9.68,-19.032,0
2913,27,Female,3,4,4,89.18424758230951,403.08,33,0.0682496077540417,100.77,-14.923,0
2914,42,Male,42,7,7,45.920336575952305,356.27,204,0.20820498590134806,50.9,-184.91,0
2915,41,Male,4,4,5,31.608264121624288,118.33,85,0.1435532321114304,29.58,-72.042,0
2916,53,Female,27,2,3,50.36443409282425,141.98,164,0.10443053588984721,70.99,-150.901,0
2917,33,Male,25,3,4,65.91198434338985,197.53,8,0.18397958825055236,65.84,6.5840000000000005,0
2918,41,Male,56,1,1,72.52733287366105,79.72,1,0.029171314021514638,79.72,8.972000000000001,0
2919,35,Male,3,4,5,47.99832337529719,198.93,212,0.027387000310827574,49.73,-197.027,0
2920,47,Male,10,4,5,97.44781312779608,583.45,24,0.07516061782739568,145.86,0.5860000000000021,1
2921,27,Male,3,2,2,63.448810999711164,132.31,64,0.019804969874901768,66.16,-53.384,0
2922,42,Male,13,1,2,62.42595220023452,61.5,10,0.006709131049146571,61.5,0.15000000000000036,0
2923,33,Female,59,7,7,42.26241251425869,424.45,48,0.17237746325914857,60.64,-27.936,0
2924,34,Female,37,3,3,128.4719943859954,350.79,169,0.03247764770108574,116.93,-151.307,0
2925,35,Female,31,2,2,65.05064399887347,187.7,72,0.048636089663495974,93.85,-58.615,0
2926,37,Female,19,2,3,86.29001725700041,206.74,36,0.22874486827871993,103.37,-19.662999999999997,0
2927,33,Male,52,4,4,75.19296870852295,287.61,153,0.14941390794256315,71.9,-137.81,0
2928,37,Male,15,1,2,107.31407561487511,104.78,8,0.03803239153541883,104.78,6.4780000000000015,0
2929,50,Male,4,3,4,44.55398305345377,173.45,38,0.07750730090902404,57.82,-24.218,0
2930,44,Female,44,4,4,85.7701690906583,283.92,51,0.08978136238330522,70.98,-35.902,0
2931,43,Female,8,3,3,60.54976911495558,236.29,0,0.14098153305815078,78.76,13.876000000000001,0
2932,30,Male,2,3,3,75.67875392960418,230.88,1,0.008582581133547484,76.96,12.696,0
2933,26,Male,4,4,4,59.640084225598834,325.82,57,0.12254545771186054,81.46,-40.854,0
2934,44,Other,23,6,7,127.42063861341911,678.49,63,0.07305597273953968,113.08,-37.692,1
2935,43,Female,23,3,4,66.62840403412149,194.77,240,0.08611480604326026,64.92,-225.508,0
2936,49,Female,8,4,5,23.331661640202242,103.34,22,0.06927680309479953,25.84,-9.416,0
2937,28,Male,32,4,4,66.11928698516311,374.35,25,0.12775237697786596,93.59,-7.641,0
2938,32,Male,36,1,1,73.99757142169936,73.91,54,0.11663349731887034,73.91,-44.609,0
2939,18,Female,61,3,3,73.92849387046705,308.43,81,0.12969114124310885,102.81,-64.719,0
2940,31,Female,22,4,5,31.824242737431348,110.93,44,0.054420737439325,27.73,-31.227,0
2941,44,Female,37,1,2,34.47946847227368,31.77,57,0.0903549560968962,31.77,-49.823,0
2942,30,Female,34,4,5,125.75307638402671,458.03,13,0.05804443705987847,114.51,8.451,1
2943,41,Female,8,3,3,63.22218473636438,233.12,75,0.2531172709883695,77.71,-61.229,0
2944,33,Female,9,4,5,66.34168476187868,284.49,30,0.09862167440133804,71.12,-12.887999999999998,0
2945,38,Male,16,2,3,132.6672703249535,372.64,51,0.08643271826389266,186.32,-26.368,0
2946,23,Male,1,7,6,94.06430996680876,750.69,64,0.1341468650554167,107.24,-41.275999999999996,1
2947,35,Female,9,2,3,68.97605374400074,191.28,0,0.23469490618835057,95.64,15.564,0
2948,18,Male,16,6,6,77.0737701095521,447.75,51,0.15259389047720362,74.62,-31.538,1
2949,33,Female,3,6,6,129.8569087861247,1131.25,171,0.1553677645459438,188.54,-140.14600000000002,1
2950,18,Female,4,2,2,50.99925665120743,126.93,6,0.10728066697418306,63.46,4.346,0
2951,47,Other,15,2,3,95.03874944627873,219.34,6,0.034353149839773965,109.67,10.967,0
2952,42,Male,32,2,3,90.43920885755554,221.79,13,0.09700245753066115,110.9,4.090000000000002,0
2953,39,Male,44,3,3,71.80880646560311,310.64,6,0.11235598105257699,103.55,10.355,0
2954,50,Female,19,5,6,53.61942135484613,278.76,115,0.09861414601598581,55.75,-97.425,0
2955,25,Female,16,2,3,82.08916500883302,159.59,127,0.11243020925905925,79.8,-113.02,0
2956,52,Female,12,4,4,69.91958825520398,271.79,38,0.08244104789797922,67.95,-23.205,0
2957,44,Male,6,4,5,91.56946391421688,542.42,93,0.15408621273591205,135.6,-69.44,1
2958,32,Male,4,5,5,20.835361500478605,107.95,21,0.10542294580230911,21.59,-8.841,0
2959,46,Female,38,4,4,165.49317748713602,939.16,42,0.055522696316031454,234.79,-10.521,1
2960,23,Female,16,3,3,87.83349859663906,236.15,46,0.15452975682442308,78.72,-32.128,0
2961,26,Female,38,5,7,84.51749684919953,465.45,21,0.01619731789708206,93.09,2.309000000000001,1
2962,28,Male,30,2,3,131.65673190980482,324.79,53,0.06331176587772275,162.4,-30.759999999999998,0
2963,29,Male,6,3,3,51.25486176094855,226.72,111,0.07121269082753347,75.57,-97.443,0
2964,24,Male,18,3,3,49.16310957374645,187.92,174,0.1478225816658896,62.64,-161.736,0
2965,47,Other,15,2,2,60.20151273892272,96.49,21,0.12549314104800183,48.24,-12.175999999999998,0
2966,32,Female,14,1,2,135.16930854103612,180.06,155,0.06276534014805417,180.06,-132.994,0
2967,38,Male,19,5,5,67.22176024145847,421.77,59,0.03169945598582053,84.35,-40.565,0
2968,29,Male,97,1,2,152.73411373677493,141.98,55,0.0381403692128705,141.98,-36.802,0
2969,18,Female,41,1,2,54.02627916687803,66.69,7,0.072386730140849,66.69,3.6690000000000005,0
2970,37,Male,57,3,3,10.0,43.44,74,0.11723367685701012,14.48,-66.552,0
2971,18,Female,1,4,5,19.532589006569786,62.75,22,0.07047736157594961,15.69,-10.431000000000001,0
2972,34,Female,4,7,6,87.69619430874536,909.81,33,0.03955814986668439,129.97,-8.003,1
2973,21,Male,3,5,5,89.43314999367534,450.45,9,0.053369588261580767,90.09,10.009,1
2974,54,Male,8,1,1,80.881584378851,99.1,15,0.13719264068768772,99.1,-3.09,0
2975,44,Female,14,3,3,39.128104361074975,116.72,58,0.07735802049333983,38.91,-48.109,0
2976,36,Male,25,3,4,34.19462087647754,134.55,57,0.12715297549706,44.85,-44.515,0
2977,47,Male,17,4,4,26.63282558215036,123.69,36,0.1833894879159246,30.92,-24.908,0
2978,26,Female,57,5,5,60.57349631170987,298.04,59,0.09331864792787309,59.61,-43.039,0
2979,40,Female,68,2,2,80.47275403410552,185.47,121,0.11478645176489856,92.74,-107.726,0
2980,36,Female,5,4,5,108.54200085495094,454.2,1,0.05989826850893573,113.55,20.355,1
2981,37,Male,47,3,3,98.28660416595757,287.42,13,0.26538249638364014,95.81,2.5810000000000013,0
2982,47,Male,16,4,4,75.43855281170177,366.62,21,0.11354240871863874,91.66,-3.8339999999999996,0
2983,42,Male,15,4,4,150.53277795872884,750.72,51,0.12722895683333207,187.68,-24.232,1
2984,37,Male,37,3,3,71.5805484258064,192.91,65,0.08073241580876825,64.3,-52.57,0
2985,18,Female,3,4,4,10.0,58.02,48,0.06850513026048778,14.5,-38.55,0
2986,25,Male,52,3,4,30.060454471616055,72.57,71,0.09115531563245853,24.19,-60.581,0
2987,33,Female,27,4,6,73.32225220855977,291.49,35,0.12334034459939873,72.87,-15.713,0
2988,35,Male,50,1,2,29.959664222425083,31.17,95,0.014536357945592847,31.17,-87.883,0
2989,23,Male,125,4,5,109.5423702471839,370.91,4,0.060947366550716954,92.73,15.273000000000001,0
2990,59,Other,18,3,4,76.99839134697348,199.35,58,0.042502406531297325,66.45,-43.355,0
2991,50,Male,3,6,7,110.4349759405396,923.15,2,0.06654587154166494,153.86,27.386000000000003,1
2992,41,Male,5,2,3,78.34311477103108,165.04,15,0.04762833044055531,82.52,-0.7479999999999993,0
2993,35,Male,10,3,4,10.0,31.67,3,0.08331121577738257,10.56,6.056,0
2994,32,Male,3,2,3,115.4571403882573,296.04,54,0.06418174949213089,148.02,-33.198,0
2995,25,Female,41,4,4,68.32216575468307,357.19,14,0.09088039216345993,89.3,2.9299999999999997,0
2996,35,Male,9,7,6,69.85133768579786,633.33,5,0.10087887135649502,90.48,16.048000000000002,1
2997,37,Female,90,2,3,84.32683380215673,190.28,89,0.2135473946300458,95.14,-73.486,0
2998,22,Female,30,5,5,65.89970262691006,426.59,0,0.0277699256672517,85.32,18.532,1
2999,38,Female,5,2,3,87.07649070169313,251.96,47,0.11003994528725165,125.98,-28.402,0
3000,33,Male,16,1,1,77.15025148421815,69.0,151,0.02434076980547838,69.0,-142.1,0
3001,18,Female,16,3,3,68.73530666918248,247.94,93,0.03637877636329247,82.65,-78.735,0
3002,26,Male,17,7,6,27.1169015714002,268.61,55,0.12367264637934391,38.37,-39.163,0
3003,30,Female,19,1,2,71.33306997296958,105.29,6,0.09744334226956498,105.29,8.529000000000002,0
3004,53,Female,1,1,2,66.49499792167565,57.29,93,0.277483796387329,57.29,-83.271,0
3005,40,Male,28,6,6,90.9683356694701,799.54,24,0.009656869452638293,133.26,1.3260000000000005,1
3006,21,Female,17,7,7,94.03274821858217,861.3,9,0.11718937946415398,123.04,17.304000000000002,1
3007,39,Female,38,3,4,64.40414638019114,252.58,267,0.14970548951473828,84.19,-250.581,0
3008,19,Female,41,4,5,60.84107748238213,219.83,5,0.04752335660398483,54.96,10.496,0
3009,45,Male,7,5,5,106.47453897008123,640.49,76,0.07541036294938117,128.1,-53.19,1
3010,30,Female,2,3,4,91.94566279084702,289.9,26,0.05588307726116414,96.63,-8.337,0
3011,34,Female,30,3,3,50.53695938075403,183.43,110,0.10055046681012582,61.14,-97.886,0
3012,48,Male,92,5,5,23.129284509884833,152.21,47,0.11213594404682665,30.44,-33.956,0
3013,22,Female,15,5,5,124.41673838711384,577.53,132,0.16070002256931062,115.51,-110.449,1
3014,21,Male,8,4,5,94.62022120920521,343.31,48,0.220039562798517,85.83,-29.417,0
3015,29,Male,5,5,5,98.30471016663134,516.0,23,0.0781339164221396,103.2,-2.6799999999999997,1
3016,45,Female,9,1,2,36.302215286197864,45.36,193,0.07482283677770166,45.36,-184.464,0
3017,19,Female,10,3,3,94.32967709343744,359.87,36,0.1116861881661158,119.96,-18.003999999999998,0
3018,18,Female,14,3,4,40.9607607089996,150.68,113,0.18232603603909706,50.23,-99.977,0
3019,30,Female,26,14,14,102.06070895690506,1992.72,109,0.14549818051067387,142.34,-66.76599999999999,1
3020,40,Male,8,5,5,66.30956491108968,435.79,49,0.04737259730665154,87.16,-30.284,1
3021,47,Male,2,2,2,30.106720100574627,69.44,41,0.2430803008601711,34.72,-33.528,0
3022,30,Female,12,1,1,75.65917012732348,86.08,21,0.04941866247417562,86.08,-10.392,0
3023,30,Male,47,2,3,85.77302462255213,233.03,49,0.15609501827571592,116.52,-31.348,0
3024,46,Female,17,6,6,88.29126768146534,751.59,51,0.06929083777441815,125.26,-26.473999999999997,1
3025,18,Female,81,4,4,71.60510810419339,399.37,16,0.07186559904320682,99.84,1.9840000000000018,0
3026,31,Male,17,3,4,10.0,34.42,98,0.07695158120752106,11.47,-88.853,0
3027,36,Male,8,3,3,114.1161052344709,412.68,24,0.06102961666448982,137.56,-4.244,0
3028,39,Female,6,5,5,88.65635697847625,598.62,84,0.03841531504387765,119.72,-62.028,1
3029,29,Female,29,3,4,71.85527814268768,259.88,265,0.04700353966940211,86.63,-248.337,0
3030,35,Female,19,4,5,108.58424758970585,415.84,323,0.10998318691609087,103.96,-302.604,0
3031,18,Female,23,2,2,30.76577759294696,87.42,119,0.13343165608979707,43.71,-110.629,0
3032,28,Female,34,5,5,59.130021684211094,338.62,116,0.07078970265889313,67.72,-99.228,0
3033,39,Male,32,3,3,100.29297926386263,447.54,98,0.018197359322694416,149.18,-77.082,1
3034,25,Male,2,4,4,135.30280553553018,642.57,71,0.04176597808981152,160.64,-46.936,1
3035,35,Male,39,4,5,56.274820591765604,241.05,12,0.21784981837979875,60.26,4.026,0
3036,39,Male,19,2,3,16.718456813406938,31.74,6,0.15785235823472046,15.87,1.587,0
3037,31,Male,12,1,2,91.98123130077175,95.79,50,0.08495918322034404,95.79,-36.421,0
3038,36,Male,19,4,5,111.45281187843429,425.49,67,0.22396571427618156,106.37,-46.363,0
3039,25,Male,23,4,4,17.062467090277494,98.63,30,0.02023961079686557,24.66,-19.534,0
3040,32,Male,4,1,2,65.75463308604809,80.24,178,0.01591231571224154,80.24,-165.976,0
3041,41,Female,13,5,5,103.71719649813394,712.61,17,0.047448345092736065,142.52,7.2520000000000024,1
3042,36,Female,10,2,3,114.37352364075637,216.35,17,0.05463519343151201,108.18,-0.1819999999999986,0
3043,29,Male,11,4,5,22.761552568021457,76.79,121,0.014367865091437157,19.2,-109.08,0
3044,37,Female,3,2,2,62.45444197627989,136.55,42,0.08663173268823793,68.28,-31.172,0
3045,42,Male,5,7,7,54.93911259356125,559.69,2,0.04672445101627131,79.96,19.996,1
3046,18,Female,5,7,7,39.510379780671784,243.15,13,0.05747174681173075,34.74,4.474,0
3047,46,Male,12,2,3,76.20623402107383,206.06,49,0.19160354065711732,103.03,-32.697,0
3048,31,Female,54,3,3,79.99099674535398,201.92,23,0.06290184164023302,67.31,-10.268999999999998,0
3049,39,Male,6,1,2,123.9051948431568,113.45,40,0.07729632499269562,113.45,-24.655,0
3050,46,Female,13,4,4,10.0,52.44,94,0.17579364194835984,13.11,-84.689,0
3051,21,Male,9,5,7,85.97627832906639,407.39,40,0.08737632304799722,81.48,-17.851999999999997,0
3052,27,Female,38,2,2,46.10026944441837,75.18,37,0.10907418043651522,37.59,-29.241,0
3053,32,Male,2,4,4,34.74741525128987,132.54,11,0.023908813061378268,33.14,0.31400000000000006,0
3054,27,Male,6,1,1,61.87701808256885,81.24,9,0.04762476404029163,81.24,1.1240000000000006,0
3055,52,Female,6,3,4,78.523858680856,276.21,33,0.0773027866108712,92.07,-15.793000000000001,0
3056,26,Male,119,2,2,52.41445002794565,124.02,14,0.04393583699497136,62.01,-3.7989999999999995,0
3057,29,Female,21,4,4,62.06837960047247,269.95,30,0.07966010491750421,67.49,-15.251000000000001,0
3058,37,Male,4,2,3,69.71250929397392,125.77,50,0.30847315451943585,62.88,-37.712,0
3059,22,Male,8,5,7,82.58648555504544,392.65,7,0.1350697318322473,78.53,14.853000000000002,0
3060,31,Female,5,4,4,104.19081557411323,387.42,13,0.09628686127910918,96.86,4.686,0
3061,38,Male,4,4,4,64.05562474011379,331.81,116,0.10104667924254278,82.95,-99.705,0
3062,31,Male,39,4,5,72.99807705977744,406.73,60,0.009060224861978794,101.68,-39.832,0
3063,34,Female,17,4,4,71.07606435309123,274.71,81,0.19113334311161007,68.68,-66.132,0
3064,29,Female,24,4,4,121.93277938409062,449.09,40,0.06491727715949945,112.27,-20.773,1
3065,19,Female,10,2,2,84.56612295712142,165.11,70,0.06783804016106575,82.56,-57.744,0
3066,38,Male,20,7,6,81.59827505638816,832.31,34,0.1446767809292769,118.9,-10.11,1
3067,52,Female,8,3,4,68.79094363863263,195.96,8,0.12269638268350568,65.32,6.532,0
3068,35,Male,9,5,6,70.76728089945739,453.96,34,0.21564421937995495,90.79,-12.921,1
3069,37,Male,26,6,6,11.639568898466528,61.58,59,0.16092825490356483,10.26,-45.974,0
3070,41,Female,4,3,3,57.241731165642925,216.75,17,0.019651031261677422,72.25,-3.7749999999999995,0
3071,22,Male,24,2,3,85.9489349394045,166.94,73,0.00793851424850049,83.47,-58.653,0
3072,52,Male,46,2,3,70.29077809927527,194.85,8,0.13934646413235247,97.42,7.742000000000001,0
3073,37,Male,4,5,5,65.03687517210547,265.43,15,0.052130256841397396,53.09,0.30900000000000105,0
3074,51,Female,55,4,4,112.78112662813068,518.87,77,0.24882062549511216,129.72,-56.028,1
3075,27,Female,2,3,3,81.8835458036822,310.58,16,0.13073472529511865,103.53,0.35300000000000153,0
3076,53,Female,11,7,6,34.63926058765531,320.18,59,0.028135700527203596,45.74,-42.426,0
3077,42,Male,23,2,3,22.65570524102057,64.81,73,0.08057521638946323,32.4,-63.76,0
3078,40,Female,20,5,5,98.4667728073252,609.56,14,0.023052999705657266,121.91,8.191,1
3079,37,Female,3,7,7,43.01728467921376,268.0,42,0.048996517564097744,38.29,-24.171,0
3080,32,Male,39,4,4,78.22051748147571,408.77,170,0.1310634468729782,102.19,-151.781,0
3081,47,Male,87,5,5,93.93873440092798,549.37,53,0.059513876174625197,109.87,-32.013,1
3082,36,Male,5,2,3,78.08623879625542,135.83,2,0.2455405796792922,67.92,10.792000000000002,0
3083,18,Male,55,5,5,117.39726667315504,527.26,13,0.1756220270658061,105.45,7.545000000000002,1
3084,23,Female,20,2,2,64.99541549553363,179.37,102,0.09247631715914277,89.68,-89.032,0
3085,33,Male,66,2,2,79.16850159434368,189.35,38,0.04854414172849302,94.68,-24.531999999999996,0
3086,38,Male,5,3,3,57.38987679288563,156.76,4,0.07263533586927372,52.25,7.2250000000000005,0
3087,34,Female,38,4,6,61.594850532184495,333.09,26,0.12354937225540588,83.27,-5.673,0
3088,47,Female,2,2,2,94.06733986448128,227.74,75,0.10662184093861216,113.87,-59.613,0
3089,18,Female,52,3,4,97.76477428358807,269.0,81,0.21128849594769197,89.67,-64.033,0
3090,36,Male,27,3,3,23.38204270477673,78.2,53,0.0065325432143515235,26.07,-44.393,0
3091,18,Male,12,5,6,46.81245028408628,339.45,83,0.07419467290357351,67.89,-64.211,0
3092,42,Male,6,5,5,76.30755802639416,505.93,33,0.13335876977651323,101.19,-12.881,1
3093,34,Male,41,3,4,87.59413631099541,281.39,38,0.2470005633953263,93.8,-20.619999999999997,0
3094,39,Male,23,7,7,33.30571967575916,187.37,33,0.1049973888755885,26.77,-16.323,0
3095,26,Female,11,3,4,53.39250445092611,153.48,20,0.06923499867000124,51.16,-6.884,0
3096,47,Male,15,5,5,86.21780975999619,399.44,63,0.024838587334731096,79.89,-45.010999999999996,0
3097,45,Male,43,3,4,91.70608334235847,292.83,65,0.03552948905179927,97.61,-47.239,0
3098,40,Male,10,4,4,81.83117478633508,464.07,119,0.18662784514519767,116.02,-99.398,1
3099,33,Female,3,1,2,65.22188942584863,60.4,23,0.17381646134230858,60.4,-12.96,0
3100,40,Female,59,2,3,40.01196848071453,66.81,61,0.008378754763313252,33.4,-51.66,0
3101,27,Female,12,5,6,58.7891067655715,262.18,25,0.13140558228913032,52.44,-7.756,0
3102,43,Male,11,3,3,100.37757028147954,334.96,141,0.07610310808431973,111.65,-123.835,0
3103,51,Male,6,6,6,97.49249011078055,495.59,23,0.15627164967072532,82.6,-2.74,1
3104,45,Male,55,7,7,44.19457870431599,368.01,93,0.07270364530305747,52.57,-73.743,0
3105,27,Male,6,3,4,117.79111638160697,350.45,107,0.09222928421358073,116.82,-87.318,0
3106,38,Female,25,2,3,47.0156849996478,99.9,26,0.24761577585210723,49.95,-15.004999999999999,0
3107,22,Other,52,2,3,74.51138448794225,135.5,14,0.11996715421610527,67.75,-1.2249999999999996,0
3108,40,Female,1,4,4,38.501877704339876,203.6,4,0.12895701127315687,50.9,9.09,0
3109,39,Female,43,5,5,120.80482390874214,644.46,144,0.020072872117514653,128.89,-121.111,1
3110,18,Female,13,1,2,95.48852370593882,84.09,63,0.20434435743359436,84.09,-50.591,0
3111,23,Male,26,4,5,75.61537774838625,318.52,102,0.10015110326023716,79.63,-84.037,0
3112,32,Other,12,3,3,57.301842762049986,255.88,57,0.0819522501023034,85.29,-42.471,0
3113,31,Male,29,4,4,135.2781757987011,703.32,10,0.11360191785060218,175.83,15.583000000000002,1
3114,22,Female,8,1,1,85.60886628987541,120.58,21,0.13144831715328606,120.58,-6.942,0
3115,38,Male,1,4,4,131.17338899260758,747.36,24,0.12292209275152803,186.84,2.684000000000001,1
3116,37,Male,71,4,6,74.50614234504089,352.91,33,0.03496797790548356,88.23,-12.177,0
3117,33,Female,1,3,3,75.39370087901136,269.11,3,0.05602570317981426,89.7,11.97,0
3118,27,Male,42,5,7,95.09955078039832,682.18,66,0.047003028803200765,136.44,-38.356,1
3119,45,Male,5,4,4,75.73873707706994,427.56,18,0.06278003752496994,106.89,0.6890000000000001,1
3120,51,Male,12,1,1,78.06247453318282,101.59,39,0.05012738714203648,101.59,-26.841,0
3121,30,Male,42,2,3,81.45283363043478,224.06,3,0.13083685599962697,112.03,14.203000000000001,0
3122,28,Female,6,1,2,96.24421656718359,126.94,71,0.022943966383920673,126.94,-54.306,0
3123,39,Female,49,8,9,46.8726508112064,380.79,47,0.04737124838531606,47.6,-24.24,0
3124,31,Male,17,5,5,70.99966699096977,314.01,141,0.043317197554709926,62.8,-124.72,0
3125,33,Male,11,3,4,54.99977988962752,214.84,13,0.2742337156813739,71.61,2.1610000000000005,0
3126,42,Female,27,4,5,89.47216976954846,513.19,189,0.05780683394266277,128.3,-166.17,1
3127,18,Male,11,4,4,70.67712334515826,419.81,141,0.18341475738700425,104.95,-122.505,0
3128,48,Male,11,4,5,53.549121801687306,178.69,21,0.03150241664345079,44.67,-6.5329999999999995,0
3129,35,Male,32,4,6,113.33676396804303,564.77,136,0.08135405813512141,141.19,-109.881,1
3130,30,Female,9,5,6,105.48630742528982,649.87,20,0.15744638561866428,129.97,4.997,1
3131,34,Male,6,3,3,105.59542138319247,335.29,24,0.03805208789758593,111.76,-6.823999999999998,0
3132,34,Male,40,2,3,109.29879639126892,259.43,143,0.10735209914966842,129.72,-124.02799999999999,0
3133,18,Female,40,4,5,87.66367319947187,392.4,92,0.08632981717473977,98.1,-72.19,0
3134,49,Male,17,4,5,90.21002659306889,522.21,34,0.23637938843124984,130.55,-10.944999999999999,1
3135,35,Female,18,7,7,64.86684511116846,458.34,7,0.0847295547137158,65.48,13.548000000000002,1
3136,39,Male,29,5,6,110.41046728373959,510.93,37,0.18217122544972952,102.19,-14.780999999999999,1
3137,44,Male,18,3,3,75.34303271375053,287.33,111,0.11909220681616157,95.78,-95.422,0
3138,24,Male,13,5,6,53.26453462314646,266.35,53,0.24067695096732664,53.27,-35.673,0
3139,39,Male,127,3,3,83.17493882528255,209.35,2,0.10365268979719681,69.78,10.978000000000002,0
3140,32,Female,4,6,6,59.38060068685435,484.92,31,0.10593345863294593,80.82,-10.918000000000001,1
3141,43,Female,22,6,7,97.94555107922113,603.66,72,0.053418910349615635,100.61,-47.939,1
3142,18,Male,53,4,5,93.2992568277585,557.84,127,0.12270058623205612,139.46,-103.054,1
3143,34,Male,28,4,4,96.28918503063143,392.25,226,0.05015320605560153,98.06,-208.194,0
3144,28,Male,52,5,5,27.80072981612207,165.27,108,0.06535419808558023,33.05,-94.695,0
3145,39,Female,10,3,3,17.987786720790766,49.26,123,0.11714137401980992,16.42,-115.358,0
3146,39,Female,8,5,5,76.30844097516723,447.55,14,0.18047063960412316,89.51,4.9510000000000005,1
3147,27,Male,46,2,3,76.41725460529312,150.62,117,0.26929288312805333,75.31,-103.469,0
3148,27,Female,13,3,3,110.10598282573167,421.99,156,0.1489827058976844,140.66,-135.934,0
3149,33,Female,30,5,6,52.09532359006164,213.56,60,0.09487521616481825,42.71,-43.729,0
3150,26,Female,4,2,3,41.57250578099998,107.2,40,0.028648231937697846,53.6,-28.64,0
3151,43,Male,34,7,6,48.18221025654228,392.05,100,0.3304439041162038,56.01,-82.399,0
3152,31,Male,20,4,5,38.26274225189018,163.15,57,0.0844019232221978,40.79,-42.921,0
3153,18,Male,8,2,2,55.628888599926604,94.03,105,0.1926922023243261,47.02,-96.298,0
3154,31,Female,17,2,3,35.223367069926546,59.44,36,0.0459264203661222,29.72,-27.028,0
3155,24,Female,29,10,10,72.94409217393955,988.04,11,0.04214134021539074,98.8,18.880000000000003,1
3156,18,Female,1,5,5,71.24342486937164,469.66,149,0.00941564190336365,93.93,-129.607,1
3157,22,Male,25,7,6,49.77702489544647,392.33,207,0.09018150751134034,56.05,-189.395,0
3158,36,Male,19,3,4,40.75580426209541,98.4,216,0.14266573921923104,32.8,-204.72,0
3159,48,Male,6,4,4,36.634244015827704,200.63,186,0.17079119491503048,50.16,-172.984,0
3160,38,Female,34,5,5,10.0,63.29,40,0.055441421734936026,12.66,-28.734,0
3161,28,Male,9,4,4,49.24994431734139,168.19,59,0.18029402240895406,42.05,-46.795,0
3162,39,Male,8,2,3,56.13396325433082,111.55,127,0.15269868202315218,55.78,-115.422,0
